county,state,avganncount,avgdeathsperyear,popest2015,medincome,binnedinc,medianage,medianagemale,medianagefemale,pcths25_over,pctbachdeg25_over,pctemployed16_over,pctunemployed16_over,pctprivatecoverage,pctpubliccoverage,povertypercent,studypercap
Doña Ana County, New Mexico,799.0,319,214295,38974,"(37413.8, 40362.7]",32.4,31.1,34.0,22.0,16.2,54.0,11.5,49.6,43.5,27.9,111.9951469
Eddy County, New Mexico,239.0,107,57578,57007,"(54545.6, 61494.5]",36.5,35.3,37.7,34.0,10.7,60.1,5.8,62.3,34.9,14.1,0.0
Grant County, New Mexico,166.0,76,28609,38221,"(37413.8, 40362.7]",46.5,44.6,48.1,26.9,12.8,,9.7,57.0,52.6,19.1,454.4024608
Guadalupe County, New Mexico,21.0,8,4371,29147,"[22640, 34218.1]",41.6,40.9,41.9,40.2,7.8,35.0,1.2,60.6,50.5,25.8,0.0
Hidalgo County, New Mexico,22.0,11,4423,34304,"(34218.1, 37413.8]",41.8,40.6,42.4,31.0,9.3,50.0,12.2,42.7,51.9,24.5,678.2726656000001
Lea County, New Mexico,214.0,99,71180,58994,"(54545.6, 61494.5]",31.8,31.5,32.2,30.5,8.1,59.1,5.9,55.6,33.4,16.6,0.0
Lincoln County, New Mexico,117.0,41,19420,39995,"(37413.8, 40362.7]",50.4,48.4,51.1,26.6,19.5,48.3,7.3,54.5,51.7,20.1,1287.3326470000002
Los Alamos County, New Mexico,94.0,27,17785,108477,"(61494.5, 125635]",43.5,41.8,45.1,10.8,24.9,62.1,3.5,89.6,21.2,4.2,0.0
Luna County, New Mexico,144.0,64,24518,27268,"[22640, 34218.1]",39.0,38.3,39.2,31.6,6.9,44.4,13.8,37.5,55.1,30.6,0.0
McKinley County, New Mexico,205.0,82,76708,29497,"[22640, 34218.1]",30.8,29.0,32.3,33.1,6.7,42.4,15.5,25.0,47.9,35.8,0.0
Mora County, New Mexico,25.0,10,4596,27627,"[22640, 34218.1]",42.6,44.0,42.6,35.6,6.8,31.9,5.4,27.8,62.7,24.2,0.0
Otero County, New Mexico,286.0,122,64362,41736,"(40362.7, 42724.4]",35.6,33.1,37.9,29.5,9.0,43.2,12.7,53.2,47.2,20.2,15.53711818
Quay County, New Mexico,56.0,27,8455,29069,"[22640, 34218.1]",45.7,43.7,48.2,38.8,9.1,41.6,5.0,54.8,51.2,23.9,0.0
Rio Arriba County, New Mexico,164.0,71,39465,34902,"(34218.1, 37413.8]",40.1,39.6,40.6,31.8,10.6,48.5,11.4,48.8,42.5,24.1,0.0
Roosevelt County, New Mexico,68.0,32,19120,36108,"(34218.1, 37413.8]",29.4,28.0,30.8,25.3,12.8,53.1,9.7,54.7,40.0,24.0,0.0
Sandoval County, New Mexico,564.0,188,139394,56142,"(54545.6, 61494.5]",469.2,37.6,40.1,25.9,16.6,55.1,9.2,63.8,35.9,12.6,0.0
San Juan County, New Mexico,435.0,166,118737,47520,"(45201, 48021.6]",34.2,33.1,35.2,32.1,9.1,54.6,9.2,50.4,37.1,21.0,202.1273908
San Miguel County, New Mexico,125.0,57,27967,32964,"[22640, 34218.1]",42.5,42.1,42.9,28.4,10.5,41.4,6.4,46.4,48.1,25.5,0.0
Santa Fe County, New Mexico,691.0,231,148686,52628,"(51046.4, 54545.6]",44.4,42.7,46.2,21.4,20.4,,7.9,60.1,35.9,14.2,60.53024495
Sierra County, New Mexico,100.0,47,11282,29036,"[22640, 34218.1]",55.6,54.7,56.5,33.7,12.3,39.8,6.8,50.8,57.6,23.8,0.0
Socorro County, New Mexico,84.0,34,17256,32285,"[22640, 34218.1]",36.8,33.9,42.8,33.4,10.6,41.9,7.3,50.5,47.1,31.0,0.0
Taos County, New Mexico,154.0,62,32907,36125,"(34218.1, 37413.8]",46.8,46.1,48.5,25.4,16.9,52.8,10.7,47.3,50.3,19.2,0.0
Torrance County, New Mexico,108.0,32,15485,37311,"(34218.1, 37413.8]",43.3,43.1,43.5,34.2,10.4,41.6,11.2,42.0,52.1,27.6,64.57862448
Union County, New Mexico,18.0,9,4201,36684,"(34218.1, 37413.8]",40.3,38.2,45.2,35.3,11.0,46.5,2.1,48.2,44.4,19.4,0.0
Valencia County, New Mexico,334.0,133,75737,40591,"(40362.7, 42724.4]",38.5,36.9,40.0,31.9,10.8,47.3,12.4,52.6,46.1,24.5,330.0896524
Albany County, New York,1775.0,637,309381,60371,"(54545.6, 61494.5]",37.9,36.4,39.6,26.5,20.1,60.7,6.4,77.7,30.1,13.5,420.193871
Allegany County, New York,282.0,105,47462,42655,"(40362.7, 42724.4]",38.3,36.8,39.7,38.7,9.8,51.8,9.2,67.8,38.7,18.3,0.0
Bronx County, New York,5834.0,2059,1455444,33687,"[22640, 34218.1]",33.2,30.9,35.2,27.3,12.3,51.2,14.0,43.1,52.0,31.5,241.1635212
Broome County, New York,1235.0,442,196567,46283,"(45201, 48021.6]",39.9,37.8,42.0,32.2,15.0,54.1,7.8,69.2,38.9,17.2,106.8338022
Cattaraugus County, New York,515.0,171,77922,43892,"(42724.4, 45201]",41.4,40.6,42.1,40.9,10.3,54.3,8.2,67.3,39.8,16.2,0.0
Cayuga County, New York,465.0,163,78288,52792,"(51046.4, 54545.6]",42.5,41.2,44.0,34.1,12.5,56.9,7.3,71.0,36.2,12.7,102.1867975
Chautauqua County, New York,950.0,315,130779,41757,"(40362.7, 42724.4]",41.7,40.2,43.1,35.5,11.3,53.6,7.8,66.5,41.0,19.3,267.6270655
Chemung County, New York,559.0,214,87071,48880,"(48021.6, 51046.4]",40.9,39.6,42.3,35.6,12.8,53.8,5.4,68.8,39.0,18.2,195.2429626
Chenango County, New York,337.0,121,48844,46387,"(45201, 48021.6]",43.8,42.6,45.0,39.2,9.5,53.6,7.1,66.0,40.7,16.7,0.0
Henry County, Virginia,335.0,155,51881,34842,"(34218.1, 37413.8]",46.0,43.6,47.5,34.1,7.3,49.9,10.0,59.8,42.9,20.5,19.27487905
Highland County, Virginia,12.0,5,2214,38636,"(37413.8, 40362.7]",59.0,60.2,58.2,38.6,14.6,51.3,1.1,69.4,39.3,14.6,0.0
Isle of Wight County, Virginia,205.0,88,36314,64350,"(61494.5, 125635]",44.5,43.4,46.0,27.7,17.3,59.4,8.3,76.5,29.2,10.2,0.0
James City County, Virginia,410.0,159,73147,75926,"(61494.5, 125635]",45.4,43.4,46.7,21.1,26.5,54.7,5.1,81.1,30.5,7.9,27.34220132
King and Queen County, Virginia,38.0,18,7158,46331,"(45201, 48021.6]",45.9,42.8,48.4,41.1,12.5,57.0,5.5,65.7,31.9,14.8,0.0
King George County, Virginia,108.0,41,25515,76206,"(61494.5, 125635]",36.6,36.3,37.3,30.3,19.0,63.6,7.4,83.5,20.9,7.5,0.0
King William County, Virginia,90.0,32,16269,64305,"(61494.5, 125635]",40.7,40.0,41.5,39.4,12.5,63.0,5.4,75.6,25.5,8.8,0.0
Lancaster County, Virginia,101.0,48,10965,45827,"(45201, 48021.6]",55.6,53.4,57.2,32.8,15.3,48.6,7.9,71.0,42.9,13.7,0.0
Lee County, Virginia,107.0,73,24742,31429,"[22640, 34218.1]",42.8,40.3,46.2,33.6,7.6,37.9,12.0,52.5,48.8,26.6,0.0
Loudoun County, Virginia,862.0,283,375629,122641,"(61494.5, 125635]",35.3,34.9,35.6,13.8,34.8,72.6,4.0,86.9,11.8,3.9,449.9120142
Louisa County, Virginia,183.0,77,34602,60121,"(54545.6, 61494.5]",43.7,42.8,44.4,37.0,13.0,58.3,8.1,67.4,30.2,11.5,0.0
Lunenburg County, Virginia,70.0,33,12299,37548,"(37413.8, 40362.7]",44.7,43.2,46.6,34.9,8.1,43.8,7.3,58.5,41.3,22.4,0.0
Madison County, Virginia,84.0,31,13134,52513,"(51046.4, 54545.6]",44.6,44.3,45.2,36.4,14.4,55.9,6.6,65.3,33.5,12.3,0.0
Mathews County, Virginia,72.0,27,8862,58268,"(54545.6, 61494.5]",51.1,50.8,51.3,33.3,16.2,51.1,3.3,80.6,33.6,10.6,225.6826901
Mecklenburg County, Virginia,216.0,109,31081,38500,"(37413.8, 40362.7]",47.2,45.2,49.3,32.5,9.8,47.6,6.9,61.7,41.1,21.1,289.5659728
Middlesex County, Virginia,100.0,43,10606,48921,"(48021.6, 51046.4]",52.7,51.0,53.7,32.5,15.3,47.5,6.3,77.6,39.2,14.4,94.28625306
Montgomery County, Virginia,309.0,120,97653,43484,"(42724.4, 45201]",27.5,26.2,29.6,21.8,23.2,55.0,5.6,82.4,19.9,24.8,256.00852000000003
Nelson County, Virginia,120.0,44,14785,48076,"(48021.6, 51046.4]",48.4,45.7,49.4,33.6,14.4,54.4,5.7,69.1,36.0,13.4,0.0
New Kent County, Virginia,94.0,39,20392,72406,"(61494.5, 125635]",43.1,41.9,44.5,33.0,16.7,62.8,6.1,83.8,21.7,6.2,0.0
Northampton County, Virginia,103.0,48,12155,36822,"(34218.1, 37413.8]",48.3,45.2,50.5,34.2,14.0,48.1,9.5,56.8,41.3,21.5,0.0
Northumberland County, Virginia,107.0,49,12232,51422,"(51046.4, 54545.6]",55.1,54.8,55.7,31.1,16.1,47.2,8.7,76.1,43.4,14.3,0.0
Nottoway County, Virginia,106.0,44,15673,37996,"(37413.8, 40362.7]",41.5,41.0,43.9,37.1,10.5,43.8,10.8,59.2,44.1,24.3,0.0
Orange County, Virginia,225.0,82,35385,59282,"(54545.6, 61494.5]",42.6,41.0,44.0,34.7,15.2,53.8,7.9,69.9,33.9,10.7,0.0
Page County, Virginia,137.0,65,23726,44851,"(42724.4, 45201]",44.1,43.5,44.9,42.9,8.1,52.8,9.3,63.5,35.7,16.9,0.0
Patrick County, Virginia,97.0,52,18045,34885,"(34218.1, 37413.8]",48.0,46.1,50.0,36.0,8.0,45.0,8.3,57.4,43.9,21.9,0.0
Pittsylvania County, Virginia,346.0,156,62194,44207,"(42724.4, 45201]",546.0,44.2,46.7,35.3,9.4,53.9,7.7,66.2,36.2,14.6,0.0
Powhatan County, Virginia,145.0,52,28031,75539,"(61494.5, 125635]",43.7,42.4,44.9,28.6,19.3,56.6,4.9,83.7,22.7,7.1,0.0
Prince Edward County, Virginia,99.0,48,22952,37543,"(37413.8, 40362.7]",32.1,29.0,34.5,34.6,12.4,44.4,7.0,69.6,30.4,25.5,0.0
Prince George County, Virginia,155.0,59,37862,61792,"(61494.5, 125635]",37.1,36.0,38.3,33.4,14.0,47.4,10.6,80.5,25.2,10.5,0.0
Prince William County, Virginia,1142.0,407,451721,91886,"(61494.5, 125635]",34.0,33.3,34.7,21.7,23.2,68.5,5.4,78.0,17.1,7.2,19.92380252
Pulaski County, Virginia,189.0,91,34332,46186,"(45201, 48021.6]",45.2,43.9,47.1,34.2,11.4,53.6,7.4,69.3,35.5,14.7,0.0
Rappahannock County, Virginia,44.0,17,7378,62800,"(61494.5, 125635]",49.1,48.9,49.2,25.6,19.9,57.0,2.9,68.1,31.5,9.3,0.0
Richmond County, Virginia,57.0,22,8908,42204,"(40362.7, 42724.4]",43.7,40.8,50.3,40.2,8.8,41.2,8.7,70.6,35.6,19.7,0.0
Roanoke County, Virginia,493.0,204,94409,61935,"(61494.5, 125635]",43.5,42.3,45.0,26.4,22.7,59.2,5.1,79.6,29.1,8.2,21.18442098
Rockbridge County, Virginia,115.0,58,22354,48497,"(48021.6, 51046.4]",48.3,47.1,49.2,36.3,13.8,51.9,4.1,69.3,35.0,13.0,0.0
Rockingham County, Virginia,378.0,157,78593,55798,"(54545.6, 61494.5]",41.5,40.6,42.3,35.5,14.4,61.3,5.4,72.9,27.2,11.7,0.0
Russell County, Virginia,137.0,81,27891,37378,"(34218.1, 37413.8]",43.8,43.0,44.8,36.7,8.0,43.7,8.0,56.7,43.2,17.9,0.0
Scott County, Virginia,110.0,69,22126,36290,"(34218.1, 37413.8]",45.4,44.4,47.0,36.2,8.1,45.3,9.4,62.7,42.7,20.8,0.0
Shenandoah County, Virginia,235.0,104,43190,45430,"(45201, 48021.6]",43.8,42.3,45.1,39.5,12.2,57.9,6.0,68.9,33.4,12.0,0.0
Smyth County, Virginia,171.0,92,31470,37831,"(37413.8, 40362.7]",44.3,42.8,46.1,38.8,9.2,50.8,6.4,59.2,41.4,19.7,0.0
Southampton County, Virginia,97.0,43,18109,46521,"(45201, 48021.6]",45.4,45.7,45.2,34.8,10.1,52.1,7.2,66.8,33.3,15.3,0.0
Spotsylvania County, Virginia,518.0,191,130475,75714,"(61494.5, 125635]",36.7,35.7,37.8,31.7,17.9,63.3,6.2,78.3,21.9,9.2,176.27898059999998
Stafford County, Virginia,460.0,160,142003,92647,"(61494.5, 125635]",34.7,33.5,35.9,23.7,22.2,61.8,5.5,84.1,18.4,5.9,0.0
Surry County, Virginia,40.0,17,6709,48707,"(48021.6, 51046.4]",47.5,47.1,47.8,29.2,15.4,56.2,10.7,65.2,31.4,12.9,0.0
Sussex County, Virginia,72.0,30,11715,37748,"(37413.8, 40362.7]",38.5,35.9,47.3,40.3,5.5,25.0,6.9,66.2,44.2,23.9,0.0
Tazewell County, Virginia,224.0,127,42899,38292,"(37413.8, 40362.7]",43.1,40.8,46.1,35.8,8.5,46.2,8.0,59.0,41.7,19.2,23.31056668
Warren County, Virginia,178.0,84,39083,60714,"(54545.6, 61494.5]",40.4,39.0,41.5,36.6,13.9,60.8,7.2,75.2,25.6,11.3,0.0
Washington County, Virginia,312.0,136,54591,43353,"(42724.4, 45201]",44.7,43.2,46.1,32.9,14.4,53.6,6.9,67.4,37.7,14.5,36.63607554
Westmoreland County, Virginia,121.0,49,17629,48232,"(48021.6, 51046.4]",46.6,45.2,48.6,36.3,11.5,51.0,9.7,64.7,38.0,15.0,0.0
Wise County, Virginia,176.0,106,39718,38528,"(37413.8, 40362.7]",39.8,37.8,41.5,32.4,9.0,41.3,11.0,59.7,42.3,21.9,0.0
Wythe County, Virginia,171.0,71,29119,41132,"(40362.7, 42724.4]",43.6,42.0,45.5,36.4,9.8,52.9,9.6,63.9,35.3,15.6,137.3673546
York County, Virginia,272.0,103,67837,81169,"(61494.5, 125635]",39.5,37.4,40.8,19.6,22.8,57.8,5.8,87.2,20.9,5.5,0.0
Alexandria city, Virginia,405.0,165,153511,86419,"(61494.5, 125635]",36.0,35.9,36.2,12.1,29.8,74.2,4.5,76.4,17.6,9.6,58.62772049
Bristol city, Virginia,64.0,58,17141,34099,"[22640, 34218.1]",41.8,39.7,43.7,32.8,16.1,51.3,10.7,57.3,42.0,21.8,408.3775742
Buena Vista city, Virginia,46.0,19,6618,38331,"(37413.8, 40362.7]",33.8,33.6,34.3,40.5,11.0,51.8,7.3,59.9,34.7,17.2,0.0
Charlottesville city, Virginia,250.0,60,46597,45890,"(45201, 48021.6]",29.8,29.3,30.3,22.2,23.3,60.6,4.3,76.1,20.3,25.9,364.8303539
Chesapeake city, Virginia,995.0,378,235429,66625,"(61494.5, 125635]",36.5,35.0,38.2,26.5,18.8,58.6,7.5,77.9,24.9,9.8,46.72321592
Colonial Heights city, Virginia,117.0,43,17820,52355,"(51046.4, 54545.6]",40.0,37.7,43.5,35.2,13.7,54.9,8.3,74.6,32.2,11.5,0.0
Danville city, Virginia,320.0,130,42082,33646,"[22640, 34218.1]",41.8,38.3,44.5,28.1,11.3,48.9,12.7,57.2,46.1,23.6,356.4469369
Falls Church city, Virginia,55.0,16,13892,125635,"(61494.5, 125635]",37.7,37.1,38.6,7.5,34.4,72.0,4.2,92.3,13.5,3.2,0.0
Franklin city, Virginia,51.0,25,8490,38583,"(37413.8, 40362.7]",38.0,35.2,40.3,24.9,16.1,51.8,13.7,59.4,40.5,22.5,0.0
Fredericksburg city, Virginia,120.0,39,28118,51195,"(51046.4, 54545.6]",29.4,29.5,29.3,26.9,21.2,60.4,8.9,71.3,24.4,16.8,1280.318657
Hampton city, Virginia,709.0,270,136454,47615,"(45201, 48021.6]",35.4,33.3,38.0,27.3,14.9,55.2,9.8,69.5,31.6,15.2,168.5549709
Harrisonburg city, Virginia,190.0,51,52538,38541,"(37413.8, 40362.7]",23.5,24.5,22.8,26.5,20.6,54.6,6.5,72.8,18.2,28.3,57.10152651
Hopewell city, Virginia,139.0,65,22378,40122,"(37413.8, 40362.7]",36.9,34.9,38.1,38.3,8.1,52.4,12.8,62.0,38.8,19.5,0.0
Lynchburg city, Virginia,391.0,165,79812,40065,"(37413.8, 40362.7]",28.7,27.0,30.4,25.1,19.9,53.1,8.0,69.1,30.4,25.0,388.41277
Manassas city, Virginia,108.0,41,41764,72510,"(61494.5, 125635]",33.3,32.2,34.1,26.0,17.6,69.8,7.5,69.1,19.3,9.8,0.0
Newport News city, Virginia,773.0,321,182385,48440,"(48021.6, 51046.4]",32.8,31.2,34.4,28.2,15.0,57.9,9.1,68.8,29.7,16.7,159.00430409999998
Norfolk city, Virginia,985.0,393,246393,42567,"(40362.7, 42724.4]",30.0,28.4,32.4,26.9,15.6,50.8,10.9,63.0,30.4,23.4,523.5538347
Norton city, Virginia,22.0,9,3939,31620,"[22640, 34218.1]",39.3,44.3,37.0,19.4,14.3,55.1,11.1,59.8,42.5,21.6,3046.458492
Petersburg city, Virginia,249.0,88,32477,32749,"[22640, 34218.1]",39.5,37.3,41.1,34.0,9.2,49.3,13.0,53.1,43.3,25.8,0.0
Poquoson city, Virginia,67.0,24,12059,84213,"(61494.5, 125635]",43.8,42.8,45.2,27.0,22.4,60.7,4.5,87.7,21.8,5.9,0.0
Portsmouth city, Virginia,489.0,229,96201,43045,"(42724.4, 45201]",34.9,32.9,36.7,28.9,13.3,,11.6,62.4,35.8,18.3,187.1082421
Radford city, Virginia,51.0,21,17403,34267,"(34218.1, 37413.8]",22.3,22.4,22.3,22.6,20.7,44.8,8.8,76.1,22.8,32.4,0.0
Richmond city, Virginia,948.0,406,220289,42074,"(40362.7, 42724.4]",32.9,32.2,33.7,23.0,21.9,58.8,10.0,59.3,33.0,25.0,122.5662652
Roanoke city, Virginia,576.0,235,99897,40735,"(40362.7, 42724.4]",38.0,36.0,40.1,30.4,14.8,58.5,8.3,59.2,36.4,20.4,430.4433567
Salem city, Virginia,162.0,63,25432,54195,"(51046.4, 54545.6]",40.5,40.1,40.9,29.8,17.1,59.7,4.8,75.1,27.2,10.2,432.5259516
Staunton city, Virginia,181.0,64,24416,42552,"(40362.7, 42724.4]",42.3,41.4,42.9,30.9,18.8,56.0,5.6,68.4,35.1,16.5,0.0
Suffolk city, Virginia,406.0,169,88161,60735,"(54545.6, 61494.5]",38.3,36.6,39.4,28.3,16.4,59.3,8.0,73.4,28.9,13.6,11.34288404
Virginia Beach city, Virginia,1825.0,688,452745,67676,"(61494.5, 125635]",35.0,33.5,37.0,22.4,22.2,60.4,6.1,80.0,22.1,8.6,88.34995417
Waynesboro city, Virginia,157.0,58,21491,44843,"(42724.4, 45201]",38.5,37.4,40.6,38.5,11.7,57.9,4.9,61.7,37.0,14.6,0.0
Williamsburg city, Virginia,135.0,23,15052,46954,"(45201, 48021.6]",24.6,25.6,23.6,15.5,27.1,44.5,8.5,83.3,22.0,20.1,0.0
Winchester city, Virginia,117.0,59,27284,44537,"(42724.4, 45201]",37.0,35.3,39.7,30.4,15.3,58.8,6.7,65.6,29.0,13.4,1026.242486
Adams County, Washington,54.0,21,19254,47423,"(45201, 48021.6]",28.9,28.3,29.9,25.9,9.1,58.7,9.6,45.0,40.0,19.0,0.0
Asotin County, Washington,112.0,60,22105,44055,"(42724.4, 45201]",44.2,43.6,44.9,30.5,12.9,52.4,9.6,64.1,43.3,16.3,0.0
Benton County, Washington,814.0,296,190309,58750,"(54545.6, 61494.5]",35.5,34.7,36.1,24.4,18.3,58.5,6.9,66.6,33.8,14.6,462.4058768
Chelan County, Washington,399.0,144,75644,49174,"(48021.6, 51046.4]",39.3,37.7,41.2,30.1,15.2,56.8,7.5,64.3,38.0,14.0,727.0900534
Clallam County, Washington,575.0,235,73486,47185,"(45201, 48021.6]",50.1,47.8,52.1,27.9,14.8,45.3,9.9,63.5,45.6,16.2,136.0803418
Clark County, Washington,1859.0,771,459495,61747,"(61494.5, 125635]",37.4,36.6,38.3,25.3,17.8,58.5,8.6,69.8,32.2,9.9,272.0377806
Columbia County, Washington,30.0,14,3944,45465,"(45201, 48021.6]",49.5,47.7,50.9,27.5,16.3,46.2,10.4,60.7,50.6,15.5,0.0
Cowlitz County, Washington,571.0,240,103468,44235,"(42724.4, 45201]",41.2,40.5,42.2,30.9,9.8,49.7,10.7,62.3,42.9,20.6,202.961302
Douglas County, Washington,194.0,70,40534,51151,"(51046.4, 54545.6]",37.0,36.1,38.3,27.7,12.8,59.7,6.5,55.3,40.7,15.5,24.67064686
Ferry County, Washington,41.0,19,7582,39992,"(37413.8, 40362.7]",47.7,46.8,49.5,31.2,11.5,38.0,12.2,50.6,52.0,22.4,0.0
Franklin County, Washington,230.0,86,88807,55006,"(54545.6, 61494.5]",29.1,29.5,28.8,27.3,10.5,60.2,7.2,52.7,36.3,17.3,0.0
Garfield County, Washington,11.0,4,2219,46404,"(45201, 48021.6]",49.8,50.4,47.7,29.4,19.6,49.1,7.4,62.8,44.9,14.2,0.0
Grant County, Washington,362.0,149,93259,50388,"(48021.6, 51046.4]",32.2,32.0,32.4,26.8,10.7,57.1,10.1,49.9,41.2,15.8,0.0
Grays Harbor County, Washington,489.0,189,71122,43205,"(42724.4, 45201]",42.7,40.8,44.6,32.1,9.9,45.1,14.3,56.7,42.7,19.6,140.60347009999998
Island County, Washington,505.0,165,80593,59358,"(54545.6, 61494.5]",44.0,41.5,47.0,23.3,20.6,48.1,9.0,75.7,36.5,10.3,0.0
Jefferson County, Washington,273.0,91,30466,50964,"(48021.6, 51046.4]",55.6,54.3,56.8,23.2,21.5,43.6,9.5,66.0,49.0,14.1,262.5878028
King County, Washington,8999.0,2939,2117125,75738,"(61494.5, 125635]",37.2,36.4,38.0,16.5,29.6,64.9,6.3,75.8,23.9,11.3,620.6530082
Chippewa County, Michigan,187.0,79,38033,38989,"(37413.8, 40362.7]",39.0,38.5,40.0,37.8,11.8,46.3,11.7,65.2,40.2,19.9,0.0
Clare County, Michigan,211.0,94,30553,34655,"(34218.1, 37413.8]",46.4,46.1,46.8,39.3,7.7,42.4,13.2,55.6,51.1,24.5,0.0
Clinton County, Michigan,286.0,125,77390,60650,"(54545.6, 61494.5]",39.7,38.7,40.5,27.9,19.1,59.1,6.5,80.6,28.0,10.0,0.0
Crawford County, Michigan,88.0,40,13801,41101,"(40362.7, 42724.4]",49.3,48.8,49.7,35.4,11.1,44.6,12.0,65.3,47.6,16.5,0.0
Delta County, Michigan,204.0,101,36377,43338,"(42724.4, 45201]",46.4,45.3,47.4,35.3,13.6,51.6,9.2,66.5,42.3,14.8,384.8585645
Dickinson County, Michigan,136.0,70,25788,45174,"(42724.4, 45201]",46.4,45.0,47.5,39.9,15.0,52.3,7.0,71.2,39.8,14.4,1318.442687
Eaton County, Michigan,523.0,229,108801,57088,"(54545.6, 61494.5]",41.0,39.6,42.6,29.7,16.1,58.8,7.8,76.5,32.3,9.8,9.191091994
Emmet County, Michigan,211.0,76,33161,50191,"(48021.6, 51046.4]",44.3,42.7,45.7,26.2,20.2,58.5,8.4,71.7,35.5,11.6,422.1826845
Genesee County, Michigan,2484.0,940,410849,41787,"(40362.7, 42724.4]",39.6,38.0,41.1,32.8,12.1,49.2,13.2,63.5,43.9,21.5,523.3066163
Gladwin County, Michigan,195.0,83,25164,39721,"(37413.8, 40362.7]",48.9,47.9,49.9,40.2,7.6,41.2,11.0,61.6,49.8,18.5,0.0
Gogebic County, Michigan,84.0,55,15431,33600,"[22640, 34218.1]",48.3,45.1,51.3,38.4,12.3,42.2,9.5,61.0,47.0,20.9,0.0
Grand Traverse County, Michigan,551.0,168,91636,55592,"(54545.6, 61494.5]",41.7,40.2,43.6,26.9,18.9,59.9,6.6,73.0,33.7,9.7,556.5498276000001
Gratiot County, Michigan,219.0,86,41540,43509,"(42724.4, 45201]",38.9,37.4,41.5,41.1,8.6,46.5,8.5,68.0,38.7,18.5,0.0
Hillsdale County, Michigan,230.0,111,45941,44780,"(42724.4, 45201]",42.0,41.5,42.5,40.2,9.6,52.1,9.0,65.0,38.1,16.6,0.0
Houghton County, Michigan,153.0,67,36380,39126,"(37413.8, 40362.7]",32.8,28.8,38.0,33.8,19.2,51.4,7.2,71.6,33.2,18.7,0.0
Huron County, Michigan,228.0,100,31883,41678,"(40362.7, 42724.4]",48.0,46.6,49.2,44.3,9.5,51.9,7.8,69.4,42.0,14.1,0.0
Ingham County, Michigan,1352.0,435,286085,45840,"(45201, 48021.6]",31.5,30.6,32.7,21.6,20.4,57.3,9.0,72.7,31.3,20.1,443.9240086
Ionia County, Michigan,275.0,110,64223,48681,"(48021.6, 51046.4]",37.9,37.3,38.7,38.1,10.6,52.8,10.4,69.1,36.1,15.2,0.0
Iosco County, Michigan,186.0,93,25345,37122,"(34218.1, 37413.8]",624.0,51.6,52.5,40.0,10.0,40.4,12.1,61.4,53.2,19.0,0.0
Iron County, Michigan,72.0,41,11348,35961,"(34218.1, 37413.8]",53.3,52.6,54.3,45.0,13.6,43.8,9.0,64.1,49.2,17.3,0.0
Isabella County, Michigan,260.0,105,70698,42431,"(40362.7, 42724.4]",26.3,26.3,26.1,31.8,15.5,55.9,11.3,72.6,27.1,28.3,99.01270192
Jackson County, Michigan,883.0,372,159494,46670,"(45201, 48021.6]",40.5,39.0,42.0,34.8,13.7,50.7,10.3,67.9,38.8,15.4,514.1259232
Kalamazoo County, Michigan,1199.0,454,260263,46283,"(45201, 48021.6]",34.0,32.6,35.5,23.1,21.0,59.6,9.1,73.4,31.0,18.9,810.7183887
Kalkaska County, Michigan,103.0,45,17260,40709,"(40362.7, 42724.4]",44.4,43.4,45.4,42.4,8.2,48.7,10.4,60.6,45.0,17.4,0.0
Kent County, Michigan,2809.0,965,636369,53342,"(51046.4, 54545.6]",34.8,33.9,35.8,25.5,21.8,63.4,7.7,72.2,29.7,15.3,414.8536462
Keweenaw County, Michigan,12.0,5,2168,40411,"(40362.7, 42724.4]",54.5,53.2,55.4,32.6,13.5,44.8,7.0,66.2,50.8,12.7,0.0
Lake County, Michigan,78.0,42,11424,30990,"[22640, 34218.1]",51.5,51.6,51.3,41.5,5.6,,13.2,51.0,57.9,29.2,0.0
Lapeer County, Michigan,492.0,189,88373,51510,"(51046.4, 54545.6]",43.3,42.6,44.0,37.1,11.2,53.0,10.5,74.7,33.3,11.1,135.7880801
Leelanau County, Michigan,138.0,54,21981,60622,"(54545.6, 61494.5]",52.4,51.3,53.3,22.4,22.3,51.9,7.1,75.8,38.4,8.9,0.0
Lenawee County, Michigan,512.0,217,98573,48194,"(48021.6, 51046.4]",40.9,39.0,42.8,36.7,12.7,54.0,8.6,71.5,36.3,14.5,649.2650117000001
Livingston County, Michigan,855.0,316,187316,74341,"(61494.5, 125635]",42.1,41.2,42.9,25.6,22.2,62.6,5.9,83.2,24.4,6.1,0.0
Luce County, Michigan,33.0,16,6415,37590,"(37413.8, 40362.7]",44.3,42.0,48.1,45.0,8.6,38.2,11.6,59.5,50.6,20.6,0.0
Mackinac County, Michigan,75.0,31,10890,39359,"(37413.8, 40362.7]",50.9,50.0,51.7,36.5,11.9,47.6,12.5,63.4,44.0,15.4,0.0
Macomb County, Michigan,4974.0,1809,864840,54865,"(54545.6, 61494.5]",40.8,39.4,42.1,30.6,15.2,58.2,9.0,73.6,31.9,12.3,154.94195459999997
Manistee County, Michigan,186.0,72,24461,37477,"(37413.8, 40362.7]",48.2,45.8,51.0,37.3,12.3,43.6,11.5,65.4,45.4,16.6,81.76280609999999
Marquette County, Michigan,343.0,141,67215,44735,"(42724.4, 45201]",39.1,38.4,39.9,33.1,19.1,52.1,8.1,73.2,32.7,15.4,74.38815741
